[NumberOfWaves] 200
=================================
0.000010	120.000000	0.000000	2.353305
0.000025	117.058824	0.000000	5.973514
0.000055	114.258373	0.000000	4.599254
0.000108	111.588785	0.000000	3.761482
0.000198	109.041096	0.000000	0.980294
0.000336	106.607143	0.000000	0.980142
0.000539	104.279476	0.000000	0.364950
0.000818	102.051282	0.000000	5.442345
0.001186	99.916318	0.000000	3.776917
0.001651	97.868852	0.000000	4.448951
0.002215	95.903614	0.000000	0.129336
0.002879	94.015748	0.000000	6.094123
0.003637	92.200772	0.000000	5.230391
0.004482	90.454545	0.000000	1.334166
0.005401	88.773234	0.000000	1.142440
0.006380	87.153285	0.000000	1.152365
0.007405	85.591398	0.000000	1.911610
0.008458	84.084507	0.000000	3.297142
0.009525	82.629758	0.000000	2.713991
0.010589	81.224490	0.000000	1.829847
0.011636	79.866221	0.000000	3.844385
0.012650	78.552632	0.000000	0.876466
0.013615	77.281553	0.000000	1.835599
0.014517	76.050955	0.000000	2.301919
0.015336	74.858934	0.000000	2.865572
0.016051	73.703704	0.000000	4.933406
0.016638	72.583587	0.000000	1.254587
0.017071	71.497006	0.000000	3.231030
0.017323	70.442478	0.000000	3.722251
0.017373	69.418605	0.000000	0.291857
0.017209	68.424069	0.000000	3.817317
0.016837	67.457627	0.000000	1.071435
0.016281	66.518106	0.000000	0.408731
0.015585	65.604396	0.000000	5.962024
0.014811	64.715447	0.000000	6.067245
0.014025	63.850267	0.000000	5.079310
0.013295	63.007916	0.000000	1.913945
0.012679	62.187500	0.000000	0.613692
0.012222	61.388175	0.000000	4.299163
0.011953	60.609137	0.000000	2.765560
0.011888	59.849624	0.000000	0.766789
0.011972	59.108911	0.000000	3.111288
0.012176	58.386308	0.000000	0.216069
0.012492	57.681159	0.000000	5.713429
0.012910	56.992840	0.000000	1.625963
0.013414	56.320755	0.000000	4.162750
0.013983	55.664336	0.000000	1.958538
0.014592	55.023041	0.000000	3.267684
0.015215	54.396355	0.000000	3.435082
