[NumberOfWaves] 200
=================================
0.015822	53.783784	0.000000	1.161475
0.016388	53.184855	0.000000	6.092080
0.016889	52.599119	0.000000	4.870303
0.017310	52.026144	0.000000	5.903046
0.017639	51.465517	0.000000	5.622366
0.017874	50.916844	0.000000	3.756716
0.018017	50.379747	0.000000	5.792307
0.018076	49.853862	0.000000	0.556015
0.018060	49.338843	0.000000	1.231397
0.017982	48.834356	0.000000	0.284171
0.017853	48.340081	0.000000	2.044111
0.017684	47.855711	0.000000	2.442131
0.017486	47.380952	0.000000	1.704936
0.017265	46.915521	0.000000	5.207111
0.017030	46.459144	0.000000	2.241547
0.016785	46.011561	0.000000	1.765164
0.016534	45.572519	0.000000	3.409860
0.016280	45.141777	0.000000	0.885453
0.016024	44.719101	0.000000	5.040352
0.015769	44.304267	0.000000	0.468416
0.015515	43.897059	0.000000	6.200793
0.015263	43.497268	0.000000	4.852157
0.015014	43.104693	0.000000	1.248567
0.014767	42.719141	0.000000	0.034696
0.014524	42.340426	0.000000	5.123695
0.014283	41.968366	0.000000	4.441316
0.014046	41.602787	0.000000	4.580487
0.013813	41.243523	0.000000	4.846035
0.013583	40.890411	0.000000	0.465236
0.013357	40.543294	0.000000	2.252307
0.013135	40.202020	0.000000	0.728027
0.012916	39.866444	0.000000	5.423039
0.012701	39.536424	0.000000	3.916298
0.012489	39.211823	0.000000	2.079094
0.012281	38.892508	0.000000	0.399349
0.012077	38.578352	0.000000	1.953960
0.011877	38.269231	0.000000	2.043187
0.011680	37.965024	0.000000	4.584251
0.011487	37.665615	0.000000	4.005892
0.011298	37.370892	0.000000	5.574522
0.011112	37.080745	0.000000	2.967014
0.010929	36.795069	0.000000	0.751433
0.010750	36.513761	0.000000	4.481449
0.010575	36.236722	0.000000	4.780153
0.010402	35.963855	0.000000	3.526609
0.010233	35.695067	0.000000	4.844130
0.010068	35.430267	0.000000	3.102609
0.009905	35.169367	0.000000	3.284427
0.009746	34.912281	0.000000	2.686319
0.009590	34.658926	0.000000	0.159713
0.009437	34.409222	0.000000	0.677902
0.009287	34.163090	0.000000	0.197475
0.009140	33.920455	0.000000	3.998685
0.008995	33.681241	0.000000	1.975157
0.008854	33.445378	0.000000	3.195444
0.008715	33.212796	0.000000	5.702408
0.008579	32.983425	0.000000	1.566349
0.008446	32.757202	0.000000	2.578512
0.008315	32.534060	0.000000	4.747268
0.008187	32.313938	0.000000	1.437581
0.008062	32.096774	0.000000	0.483679
0.007939	31.882510	0.000000	1.820562
0.007818	31.671088	0.000000	1.012983
0.007699	31.462451	0.000000	5.841463
0.007583	31.256545	0.000000	5.077570
0.007470	31.053316	0.000000	3.979793
0.007358	30.852713	0.000000	5.475548
0.007249	30.654685	0.000000	5.049621
0.007141	30.459184	0.000000	1.172254
0.007036	30.266160	0.000000	5.608114
0.006933	30.075567	0.000000	3.388787
0.006831	29.887359	0.000000	5.073296
0.006732	29.701493	0.000000	5.630308
0.006635	29.517923	0.000000	1.998075
0.006539	29.336609	0.000000	0.691477
0.006445	29.157509	0.000000	1.432159
0.006353	28.980583	0.000000	2.683597
0.006263	28.805790	0.000000	5.139738
0.006174	28.633094	0.000000	5.408130
0.006087	28.462455	0.000000	0.043682
0.006002	28.293839	0.000000	3.209120
0.005918	28.127208	0.000000	2.622671
0.005836	27.962529	0.000000	1.395545
0.005756	27.799767	0.000000	0.753136
0.005677	27.638889	0.000000	2.121299
0.005599	27.479862	0.000000	5.924476
0.005523	27.322654	0.000000	2.030744
0.005448	27.167235	0.000000	3.259658
0.005374	27.013575	0.000000	4.417198
0.005302	26.861642	0.000000	2.284752
0.005231	26.711409	0.000000	6.105887
0.005161	26.562848	0.000000	6.047235
0.005093	26.415929	0.000000	1.581995
0.005026	26.270627	0.000000	3.124305
0.004960	26.126915	0.000000	1.890474
0.004895	25.984766	0.000000	1.789706
0.004831	25.844156	0.000000	0.231768
0.004769	25.705059	0.000000	3.830006
0.004707	25.567452	0.000000	3.158425
0.004647	25.431310	0.000000	0.323451
0.004588	25.296610	0.000000	1.750787
0.004529	25.163330	0.000000	5.706803
0.004472	25.031447	0.000000	1.505212
0.004416	24.900938	0.000000	0.910401
0.004360	24.771784	0.000000	3.075322
0.004306	24.643963	0.000000	6.193024
0.004252	24.517454	0.000000	1.520878
0.004200	24.392237	0.000000	4.223152
0.004148	24.268293	0.000000	4.785397
0.004097	24.145602	0.000000	1.493121
0.004047	24.024145	0.000000	4.575518
0.003998	23.903904	0.000000	2.310850
0.003950	23.784861	0.000000	3.972895
0.003902	23.666997	0.000000	3.980585
0.003855	23.550296	0.000000	3.366372
0.003809	23.434740	0.000000	0.567307
0.003764	23.320312	0.000000	5.248360
0.003719	23.206997	0.000000	2.015521
0.003676	23.094778	0.000000	1.171930
0.003633	22.983638	0.000000	0.256198
0.003590	22.873563	0.000000	3.712690
0.003548	22.764538	0.000000	4.257262
0.003507	22.656546	0.000000	0.104224
0.003467	22.549575	0.000000	3.217576
0.003427	22.443609	0.000000	1.423115
0.003388	22.338634	0.000000	4.053740
0.003349	22.234637	0.000000	1.095577
0.003311	22.131603	0.000000	4.341290
0.003274	22.029520	0.000000	2.429930
0.003237	21.928375	0.000000	5.885648
0.003201	21.828154	0.000000	0.864070
0.003165	21.728844	0.000000	2.142983
0.003130	21.630435	0.000000	0.712975
0.003096	21.532913	0.000000	5.810021
0.003062	21.436266	0.000000	5.512486
0.003028	21.340483	0.000000	1.620695
0.002995	21.245552	0.000000	4.146802
0.002963	21.151461	0.000000	5.134759
0.002930	21.058201	0.000000	3.488430
0.002899	20.965759	0.000000	3.327893
0.002868	20.874126	0.000000	1.519603
0.002837	20.783290	0.000000	0.584982
0.002807	20.693241	0.000000	5.637373
0.002777	20.603969	0.000000	5.657494
0.002748	20.515464	0.000000	3.977894
0.002719	20.427716	0.000000	2.130187
0.002691	20.340716	0.000000	2.194148
0.002662	20.254453	0.000000	4.561314
0.002635	20.168919	0.000000	5.636710
0.002608	20.084104	0.000000	5.573728
0.002581	20.000000	0.000000	4.900103
